group,id,course,semester,grade
1,297,Warfare and Diplomacy,2,8
1,297,Warfare and Diplomacy,2,11.5
1,297,Warfare and Diplomacy,2,8.5
1,297,Warfare and Diplomacy,2,4.5
1,297,Warfare and Diplomacy,2,9.5
1,297,Warfare and Diplomacy,2,7.5
1,297,Warfare and Diplomacy,2,4.5
1,316,Art and Symbolism,1,5
1,316,Art and Symbolism,1,4.5
1,316,Art and Symbolism,1,6
1,316,Art and Symbolism,1,9.5
1,316,Art and Symbolism,1,9
1,316,Art and Symbolism,1,5.5
1,316,Art and Symbolism,1,5.5
1,316,Art and Symbolism,1,10.5
1,316,Astronomy and Celestial Navigation,2,8.5
1,316,Astronomy and Celestial Navigation,2,10
1,316,Astronomy and Celestial Navigation,2,5.5
1,316,Astronomy and Celestial Navigation,2,8.5
1,316,Environmental Stewardship,1,4.25
1,316,Environmental Stewardship,1,8.25
1,316,Environmental Stewardship,1,6
1,316,Environmental Stewardship,1,10
1,316,Environmental Stewardship,1,9.25
1,316,Herbalism and Medicine,2,12
1,316,Herbalism and Medicine,2,13
1,316,Herbalism and Medicine,2,12
1,316,Herbalism and Medicine,2,12.5
1,316,Hunting and Gathering Skills,2,6
1,316,Hunting and Gathering Skills,2,9.5
1,316,Hunting and Gathering Skills,2,13.5
1,316,Hunting and Gathering Skills,2,11
1,316,Hunting and Gathering Skills,2,8
1,316,Hunting and Gathering Skills,2,11.5
1,316,Hunting and Gathering Skills,2,11
1,316,Hunting and Gathering Skills,2,9
1,316,Hunting and Gathering Skills,2,12
1,316,Hunting and Gathering Skills,2,11.5
1,316,Language and Linguistics,2,9.75
1,316,Language and Linguistics,2,9.25
1,316,Language and Linguistics,2,10.25
1,316,Shamanism and Spiritual Practices,2,15.75
1,316,Shamanism and Spiritual Practices,2,12
1,316,Shamanism and Spiritual Practices,2,12.75
1,316,Shamanism and Spiritual Practices,2,12
1,316,Shamanism and Spiritual Practices,2,11.5
1,316,Shamanism and Spiritual Practices,2,11.25
1,316,Shamanism and Spiritual Practices,2,12.25
1,316,Social Organization and Governance,2,4
1,316,Social Organization and Governance,2,8
1,316,Social Organization and Governance,2,9
1,316,Social Organization and Governance,2,10
1,316,Tribal Lore and Traditions,2,8
1,316,Tribal Lore and Traditions,2,7.5
1,316,Tribal Lore and Traditions,2,8
1,316,Tribal Lore and Traditions,2,9
1,316,Tribal Lore and Traditions,2,9.5
1,316,Tribal Lore and Traditions,2,9
1,316,Tribal Lore and Traditions,2,8.5
1,316,Warfare and Diplomacy,2,8
1,316,Warfare and Diplomacy,2,6
1,316,Warfare and Diplomacy,2,5.5
1,316,Warfare and Diplomacy,2,10
1,316,Warfare and Diplomacy,2,4
1,316,Warfare and Diplomacy,2,8.5
1,316,Warfare and Diplomacy,2,8.5
1,316,Warfare and Diplomacy,2,8.5
1,396,Art and Symbolism,1,9
1,396,Art and Symbolism,1,7
1,396,Art and Symbolism,1,7.5
1,396,Art and Symbolism,1,7.5
1,396,Art and Symbolism,1,5.5
1,396,Art and Symbolism,1,8
1,396,Art and Symbolism,1,9
1,396,Art and Symbolism,1,9.5
1,396,Astronomy and Celestial Navigation,2,7
1,396,Astronomy and Celestial Navigation,2,7.5
1,396,Astronomy and Celestial Navigation,2,8.5
1,396,Astronomy and Celestial Navigation,2,10.5
1,396,Environmental Stewardship,1,10.25
1,396,Environmental Stewardship,1,8
1,396,Environmental Stewardship,1,8
1,396,Environmental Stewardship,1,7.5
1,396,Herbalism and Medicine,2,9.5
1,396,Herbalism and Medicine,2,14
1,396,Hunting and Gathering Skills,2,9.5
1,396,Hunting and Gathering Skills,2,10
1,396,Hunting and Gathering Skills,2,6.5
1,396,Hunting and Gathering Skills,2,12
1,396,Hunting and Gathering Skills,2,9.5
1,396,Hunting and Gathering Skills,2,10.5
1,396,Hunting and Gathering Skills,2,13
1,396,Hunting and Gathering Skills,2,2
1,396,Hunting and Gathering Skills,2,11.5
1,396,Language and Linguistics,2,9.25
1,396,Language and Linguistics,2,10.5
1,396,Language and Linguistics,2,10.25
1,396,Shamanism and Spiritual Practices,2,12.75
1,396,Shamanism and Spiritual Practices,2,13.25
1,396,Shamanism and Spiritual Practices,2,12.5
1,396,Shamanism and Spiritual Practices,2,14
1,396,Shamanism and Spiritual Practices,2,16
1,396,Social Organization and Governance,2,9
1,396,Social Organization and Governance,2,4.5
1,396,Social Organization and Governance,2,11.5
1,396,Tribal Lore and Traditions,2,8
1,396,Tribal Lore and Traditions,2,8.5
1,396,Tribal Lore and Traditions,2,8.5
1,396,Tribal Lore and Traditions,2,9
1,396,Tribal Lore and Traditions,2,8.5
1,396,Tribal Lore and Traditions,2,7
1,396,Tribal Lore and Traditions,2,10
1,396,Warfare and Diplomacy,2,6
1,396,Warfare and Diplomacy,2,6.5
1,396,Warfare and Diplomacy,2,8.5
1,396,Warfare and Diplomacy,2,7.5
1,396,Warfare and Diplomacy,2,6
1,396,Warfare and Diplomacy,2,9.5
1,396,Warfare and Diplomacy,2,6
1,396,Warfare and Diplomacy,2,12
1,403,Art and Symbolism,1,9
1,403,Art and Symbolism,1,3
1,403,Art and Symbolism,1,4
1,403,Art and Symbolism,1,5.5
1,403,Art and Symbolism,1,11.5
1,403,Art and Symbolism,1,9.5
1,403,Art and Symbolism,1,9.5
1,403,Art and Symbolism,1,6
1,403,Astronomy and Celestial Navigation,2,7
1,403,Astronomy and Celestial Navigation,2,9
1,403,Astronomy and Celestial Navigation,2,8
1,403,Astronomy and Celestial Navigation,2,7.5
1,403,Environmental Stewardship,1,1.75
1,403,Environmental Stewardship,1,8
1,403,Environmental Stewardship,1,7.5
1,403,Environmental Stewardship,1,7
1,403,Environmental Stewardship,1,10.25
1,403,Herbalism and Medicine,2,12
1,403,Herbalism and Medicine,2,11.5
1,403,Herbalism and Medicine,2,12.5
1,403,Herbalism and Medicine,2,10.5
1,403,Hunting and Gathering Skills,2,11.5
1,403,Hunting and Gathering Skills,2,10
1,403,Hunting and Gathering Skills,2,11
1,403,Hunting and Gathering Skills,2,7.5
1,403,Hunting and Gathering Skills,2,11
1,403,Hunting and Gathering Skills,2,12
1,403,Hunting and Gathering Skills,2,8.5
1,403,Hunting and Gathering Skills,2,7
1,403,Hunting and Gathering Skills,2,16.5
